imgID,maskID,LabelName,BoxID,BoxXMin,BoxXMax,BoxYMin,BoxYMax,PredictedIoU,Clicks
015_img.jpg,015_mask.png,saxophone,9f638f79,0.191875,0.5325,0.225571,0.8621,0.70292,0.35341 0.51600 0;0.39593 0.40645 0;0.30865 0.64354 0;0.45366 0.31672 0;0.49776 0.27375 1;0.37281 0.63433 0;0.30770 0.73713 0;0.24648 0.89737 1;0.37423 0.75133 0;0.41782 0.29784 1;0.28105 0.52843 0
016_img.jpg,016_mask.png,saxophone,2736a0b8,0.80875,0.976875,0.514844,0.697656,0.628,0.95930 0.59264 0;0.91382 0.64176 0;0.86480 0.66053 1;0.95488 0.53744 1;0.87632 0.64114 0;0.94734 0.61019 1;0.94734 0.52548 1;0.81382 0.67918 1;0.85146 0.63316 0;0.94055 0.54938 0;0.97255 0.55532 1;0.95136 0.58559 0
017_img.jpg,017_mask.png,saxophone,6426ab27,0.476548,0.822702,0.3375,0.999375,0.8197,0.57590 0.47102 0;0.50856 0.99330 1;0.49475 0.36058 1;0.72369 0.53813 0;0.67505 0.59782 1;0.54415 0.36921 1;0.72299 0.91467 0;0.56005 0.98616 1;0.80049 0.66179 0
018_img.jpg,018_mask.png,saxophone,c65c1b0f,0.559748,0.647799,0.320755,0.522911,0.69611,0.57429 0.48311 0;0.61432 0.46499 0;0.63710 0.36094 0;0.63433 0.40701 1;0.63504 0.37876 0;0.64022 0.32775 1;0.62694 0.44045 0;0.57480 0.52158 1;0.62348 0.36091 0;0.59334 0.43508 0;0.61211 0.50609 1;0.64411 0.37757 1
019_img.jpg,019_mask.png,saxophone,e15ffd1d,0.56375,0.705,0.216165,0.911654,0.80077,0.65267 0.34477 0;0.69740 0.67149 1;0.57279 0.87089 1;0.58317 0.73636 0;0.65135 0.81746 0;0.66793 0.23866 1;0.67622 0.59484 0;0.69754 0.24934 0;0.65053 0.20754 0;0.69542 0.28375 1;0.58392 0.79873 1;0.66935 0.54396 0
020_img.jpg,020_mask.png,saxophone,9079bea8,0.1875,0.30625,0.458382,0.948417,0.81344,0.21573 0.49956 0;0.29563 0.63207 1;0.23339 0.89456 0;0.21573 0.81379 0;0.20735 0.52873 0;0.21603 0.95980 0;0.27443 0.57847 0;0.21948 0.46924 1;0.28888 0.74004 0;0.25084 0.91516 0;0.22308 0.94139 1
021_img.jpg,021_mask.png,saxophone,0f3b4af7,0.100625,0.414375,0.399123,0.850877,0.82224,0.34668 0.55737 0;0.39338 0.40911 1;0.20516 0.49920 1;0.16624 0.78436 1;0.16823 0.58465 0;0.10967 0.65196 1;0.15931 0.57042 1;0.40816 0.43582 0;0.19635 0.84543 1
022_img.jpg,022_mask.png,saxophone,6967cb77,0.449375,0.775625,0.1425,0.883333,0.71191,0.63986 0.18555 0;0.74260 0.36249 1;0.65271 0.64598 0;0.74260 0.72779 0;0.67026 0.49495 1;0.60330 0.46816 0;0.73587 0.23963 0;0.50421 0.84131 1;0.66175 0.31340 0;0.66831 0.18219 1;0.64644 0.56708 0;0.47477 0.73036 1
023_img.jpg,023_mask.png,saxophone,af665de6,0.178125,0.3225,0.389306,0.660413,0.71559,0.24101 0.53476 1;0.26192 0.54731 1;0.21825 0.65049 0;0.28793 0.43855 0;0.24918 0.55392 0;0.28364 0.46833 1;0.29272 0.57555 0;0.21597 0.64044 1;0.24707 0.49549 0;0.29450 0.49762 0;0.20297 0.65210 1;0.28122 0.57878 1
024_img.jpg,024_mask.png,saxophone,d5547be8,0.43152,0.838649,0.3875,0.99875,0.70083,0.76425 0.71807 0;0.61369 0.56078 0;0.72832 0.43540 1;0.68384 0.90501 1;0.68756 0.47616 0;0.67489 0.40233 1;0.76988 0.86431 1;0.53083 0.85904 1;0.66443 0.71532 0;0.68790 0.94519 1;0.73250 0.58396 1;0.69260 0.45729 0
025_img.jpg,025_mask.png,saxophone,a1edd430,0.371875,0.500625,0.301667,0.946667,0.82441,0.45957 0.32288 0;0.42869 0.53096 1;0.46458 0.60663 1;0.48711 0.35849 0;0.40453 0.56172 0;0.46022 0.56337 0;0.46145 0.32085 0;0.40778 0.51456 0;0.47662 0.33100 1;0.46224 0.51153 0;0.38055 0.90588 1
026_img.jpg,026_mask.png,saxophone,69d319bb,0.103125,0.163125,0.531667,0.709167,0.69463,0.13408 0.54926 0;0.12241 0.71178 1;0.12068 0.66337 0;0.16433 0.54523 1;0.14844 0.55761 0;0.15353 0.53662 1;0.14728 0.60299 0;0.16048 0.64126 1;0.14645 0.54111 0;0.16430 0.53424 0;0.15915 0.65277 0;0.15023 0.58596 1
027_img.jpg,027_mask.png,saxophone,66a5824b,0.005469,0.302344,0.348958,0.99375,0.68834,0.15372 0.62731 0;0.19731 0.74687 0;0.26580 0.42639 1;0.08398 0.99263 0;0.07669 0.52710 0;0.28830 0.54586 1;0.19359 0.69740 1;0.15246 0.93192 1;0.03058 0.87990 1;0.06502 0.97398 1;0.22294 0.74550 0;0.21874 0.52375 0
028_img.jpg,028_mask.png,saxophone,29c25e45,0.231875,0.31625,0.403196,0.620301,0.84245,0.30382 0.43581 0;0.23909 0.41078 1;0.25099 0.41375 0;0.25665 0.49119 0;0.29736 0.52443 0;0.25072 0.61647 1;0.27508 0.42423 0;0.24813 0.41372 1;0.24015 0.61970 1;0.30003 0.44186 1
029_img.jpg,029_mask.png,saxophone,7e0137c2,0.5175,0.625,0.46648,0.999069,0.80394,0.52685 0.53310 0;0.54236 0.49057 1;0.60752 0.96947 0;0.52528 0.58659 0;0.60441 0.88266 0;0.58536 0.76271 0;0.57733 0.56020 0;0.53346 0.99468 1
030_img.jpg,030_mask.png,saxophone,ce4ea18b,0.442969,0.546875,0.204465,0.839013,0.67574,0.52344 0.56696 1;0.51630 0.21428 1;0.45106 0.82150 1;0.49795 0.46422 0;0.51668 0.18098 0;0.48083 0.45223 1;0.52863 0.61890 0;0.45150 0.59112 0;0.50255 0.18538 0;0.46376 0.59886 1;0.45195 0.81321 1;0.51098 0.65213 1
031_img.jpg,031_mask.png,saxophone,9f03ded9,0.214444,0.32,0.797037,0.999259,0.69624,0.28986 0.82236 1;0.27892 0.89527 1;0.25705 0.94110 1;0.30470 0.93276 1;0.26031 0.87169 0;0.22466 0.80651 1;0.30444 0.83616 1;0.24367 0.99752 1;0.25372 0.82340 1;0.24213 0.93686 0;0.31325 0.83183 0;0.20999 0.79600 1
032_img.jpg,032_mask.png,saxophone,86ebcfb2,0.692187,0.778125,0.283333,0.533333,0.61775,0.74476 0.37397 0;0.72378 0.32040 0;0.74151 0.46104 0;0.71285 0.48546 0;0.70066 0.47417 1;0.73521 0.48504 1;0.72641 0.32856 1;0.72999 0.42245 0;0.72638 0.47964 0;0.74136 0.41456 1;0.71961 0.32176 0;0.71091 0.40102 0
033_img.jpg,033_mask.png,saxophone,b95b0ab7,0.425,0.475,0.435107,0.555556,0.55637,0.45995 0.45978 0;0.45083 0.53754 0;0.44108 0.53165 1;0.46680 0.48828 0;0.43873 0.52602 0;0.44712 0.48130 0;0.46404 0.44264 1;0.46362 0.48464 1;0.47016 0.46711 1;0.46014 0.49686 0;0.43284 0.54991 1;0.45972 0.53410 1
034_img.jpg,034_mask.png,saxophone,e0fe4192,0.4425,0.5325,0.261726,0.665103,0.70019,0.48474 0.38044 0;0.51778 0.46909 0;0.52078 0.30006 1;0.52328 0.54422 1;0.47041 0.47781 0;0.45301 0.63450 1;0.49747 0.31241 0;0.46718 0.54938 0;0.47067 0.52520 1;0.51050 0.30773 0;0.45419 0.59941 1;0.51325 0.42316 1
035_img.jpg,035_mask.png,saxophone,9babfbac,0.209193,0.573171,0.265625,0.870625,0.82096,0.43116 0.28370 0;0.52681 0.27282 0;0.51281 0.42981 0;0.51644 0.43133 0;0.33548 0.79302 1;0.52745 0.30029 1;0.46766 0.27827 1;0.29873 0.40530 0;0.54158 0.34998 1;0.22666 0.84476 1;0.52278 0.47524 1
036_img.jpg,036_mask.png,saxophone,0525f3f0,0.18875,0.258125,0.329268,0.63227,0.76289,0.22692 0.39729 0;0.25340 0.55367 1;0.23807 0.37846 0;0.22378 0.61800 1;0.23294 0.35922 0;0.21434 0.44762 0;0.22158 0.59883 0;0.24896 0.51431 0;0.21723 0.41712 0;0.22204 0.35030 1;0.23447 0.59107 0;0.24410 0.49356 0
037_img.jpg,037_mask.png,saxophone,091b11ee,0.491875,0.659375,0.298872,0.959586,0.62738,0.58430 0.55186 0;0.59253 0.33508 1;0.65500 0.87393 1;0.54517 0.66541 0;0.58354 0.42152 0;0.58143 0.61960 1;0.62463 0.66555 0;0.51610 0.67664 1;0.56499 0.57179 0;0.55825 0.36579 0;0.54590 0.65454 0;0.54590 0.81326 0
038_img.jpg,038_mask.png,saxophone,5719518c,0.332083,0.52439,0.455,0.728125,0.71517,0.42225 0.65085 0;0.39702 0.47015 0;0.35602 0.48556 0;0.41174 0.70127 1;0.36354 0.47079 1;0.40329 0.54170 0;0.47821 0.70515 1;0.50150 0.61384 1;0.38914 0.49471 0;0.48982 0.58966 0;0.44657 0.70681 1;0.41963 0.66761 1
039_img.jpg,039_mask.png,saxophone,76efaedf,0.760938,0.973437,0.259375,0.828125,0.52343,0.86594 0.36715 0;0.93589 0.52584 0;0.83181 0.68623 0;0.83352 0.81249 1;0.95069 0.60164 1;0.78694 0.75754 1;0.90363 0.48496 1;0.89480 0.27905 1;0.82868 0.63245 1;0.91736 0.33879 0;0.90864 0.26174 0;0.94644 0.51760 0
040_img.jpg,040_mask.png,saxophone,aa16f34b,0.909091,0.98313,0.36625,0.523125,0.5788,0.97238 0.47456 0;0.92855 0.39738 0;0.93249 0.38460 1;0.97212 0.50869 1;0.97623 0.43254 0;0.94619 0.38492 0;0.94789 0.40760 0;0.96546 0.50510 0;0.93716 0.37657 0;0.93293 0.39510 0;0.94320 0.46396 1;0.96796 0.51270 1
041_img.jpg,041_mask.png,saxophone,4cefed33,0.572266,0.731445,0.246094,0.30599,0.82786,0.59706 0.25909 0;0.61630 0.27999 1;0.73177 0.29318 0;0.58644 0.26092 0;0.60610 0.25176 1;0.57984 0.29142 1;0.72506 0.28804 1;0.58869 0.26779 1
042_img.jpg,042_mask.png,saxophone,2d1325d7,0.41498,0.54251,0.312625,0.667335,0.60438,0.46340 0.37798 0;0.47647 0.31883 0;0.43539 0.63741 1;0.49265 0.47103 0;0.46856 0.31685 0;0.48332 0.37076 1;0.46210 0.50506 1;0.44641 0.56170 1;0.46990 0.31987 1;0.50399 0.34626 0;0.53250 0.55303 1;0.43582 0.59107 0
043_img.jpg,043_mask.png,saxophone,3edf29a2,0.464375,0.54,0.434087,0.774011,0.74752,0.51704 0.44583 0;0.49377 0.75162 1;0.49756 0.61626 0;0.48294 0.65540 1;0.50073 0.61885 0;0.48515 0.71531 0;0.55010 0.66662 0;0.49398 0.60003 1;0.53596 0.44755 1;0.51165 0.73853 0
044_img.jpg,044_mask.png,saxophone,4acb884d,0.56761,0.718553,0.20375,0.564375,0.48825,0.66523 0.24336 0;0.62548 0.36510 0;0.69679 0.57232 0;0.67808 0.20805 0;0.66831 0.34148 0;0.59670 0.41170 1;0.64683 0.21909 1;0.70889 0.52650 1;0.61574 0.29342 0;0.67881 0.55979 1;0.69931 0.21319 1;0.65595 0.31598 1
045_img.jpg,045_mask.png,saxophone,4a714bfa,0.7625,0.88625,0.406667,0.973333,0.72841,0.83114 0.69550 1;0.84750 0.44248 0;0.87804 0.37704 1;0.83441 0.58208 1;0.81018 0.67742 0;0.85284 0.49402 0;0.81607 0.45577 1;0.79253 0.92654 1;0.85423 0.40209 1;0.85169 0.64703 0;0.76027 0.78135 1;0.85931 0.90212 1
046_img.jpg,046_mask.png,saxophone,bad74635,0.131875,0.206875,0.732645,0.999062,0.84274,0.17042 0.80549 0;0.14220 0.99335 1;0.17634 0.90728 1;0.14766 0.90659 0;0.18375 0.90454 0;0.18283 0.73728 0;0.15336 0.91099 1;0.19818 0.75802 0;0.19137 0.86815 0;0.16375 0.78598 0;0.15164 0.99321 1;0.19040 0.74018 1
047_img.jpg,047_mask.png,saxophone,63a2d750,0.360625,0.575,0.3,0.958333,0.80316,0.42173 0.94627 1;0.50237 0.58829 0;0.43717 0.75069 0;0.42431 0.35497 0;0.43210 0.31124 0;0.38123 0.32989 1;0.45245 0.97595 0;0.49823 0.62834 0;0.43658 0.33380 1;0.46974 0.37212 0;0.39513 0.73614 0;0.56757 0.68456 1
048_img.jpg,048_mask.png,saxophone,5d94dad2,0.67625,0.800625,0.262664,0.643527,0.6676,0.74508 0.33564 0;0.74578 0.27341 1;0.79000 0.50781 1;0.77687 0.43002 0;0.73448 0.29230 0;0.77287 0.54925 0;0.69793 0.59863 1;0.76921 0.34990 1;0.76216 0.33344 0;0.79267 0.30713 1;0.69009 0.57510 1;0.76151 0.27594 0
049_img.jpg,049_mask.png,saxophone,9eb29670,0.7375,0.825625,0.565666,0.979362,0.62507,0.79507 0.62958 0;0.77259 0.88659 1;0.75143 0.88262 1;0.77061 0.74866 0;0.79720 0.59599 1;0.74251 0.83814 1;0.78462 0.76262 0;0.77204 0.63375 1;0.80725 0.61815 0;0.76638 0.95019 1
050_img.jpg,050_mask.png,saxophone,ba14ca0c,0.43152,0.557223,0.315625,0.835,0.8113,0.47314 0.81874 1;0.43375 0.33378 1;0.46770 0.37540 0;0.46091 0.58078 0;0.48627 0.58744 0;0.49231 0.84098 0;0.50743 0.48176 0;0.43671 0.36753 1;0.46243 0.58599 1;0.46457 0.74448 1
051_img.jpg,051_mask.png,saxophone,b1f320a8,0.205625,0.249375,0.357895,0.631579,0.72962,0.22627 0.44212 0;0.21373 0.53647 0;0.24885 0.40340 0;0.23923 0.44775 0;0.23786 0.61503 0;0.24347 0.38098 1;0.21792 0.46136 0;0.23870 0.45947 0;0.22962 0.38452 0;0.23441 0.44673 1;0.21580 0.49279 0;0.24371 0.41349 1
052_img.jpg,052_mask.png,saxophone,afea883a,0.644375,0.711875,0.209842,0.52182,0.58351,0.68923 0.29099 0;0.68522 0.24844 1;0.68923 0.45525 0;0.65142 0.38376 1;0.69803 0.26273 0;0.70493 0.22659 1;0.67552 0.40240 1;0.65265 0.35710 0;0.64922 0.37106 0;0.67774 0.29670 0;0.70250 0.24792 0;0.68474 0.31749 1
053_img.jpg,053_mask.png,saxophone,94585ca3,0.7375,0.851875,0.810507,0.999062,0.76143,0.75707 0.82067 1;0.81539 0.98033 1;0.78638 0.98169 1;0.74196 0.99575 1;0.75621 0.84271 0;0.81772 0.94180 0;0.78809 0.89491 0;0.80226 0.98143 0;0.81060 0.96096 0;0.77803 0.95837 0;0.76643 0.96059 1;0.82911 0.89059 1
054_img.jpg,054_mask.png,saxophone,857f85c5,0.265278,0.493056,0.307407,0.998148,0.77719,0.38734 0.39015 0;0.45255 0.81958 0;0.31015 0.98993 1;0.42860 0.32449 0;0.36180 0.63612 0;0.44048 0.70606 0;0.47670 0.40300 1;0.45921 0.97915 1;0.35394 0.49191 0;0.40194 0.33136 1;0.44506 0.86617 1;0.37021 0.98332 1
055_img.jpg,055_mask.png,saxophone,6511a21a,0.0975,0.28375,0.439167,0.919167,0.73811,0.24192 0.50558 0;0.17076 0.65021 0;0.21675 0.46393 1;0.14213 0.67682 0;0.16488 0.67543 1;0.24902 0.48309 0;0.24810 0.44117 0;0.11587 0.78393 0;0.26779 0.44713 1;0.19908 0.63359 0;0.13920 0.73057 1;0.13036 0.88488 1
056_img.jpg,056_mask.png,saxophone,f64b6009,0.241875,0.455625,0.333959,0.93152,0.63826,0.42470 0.35480 1;0.36050 0.55517 0;0.34929 0.66682 1;0.25961 0.88707 1;0.34846 0.71895 0;0.31082 0.74977 0;0.28071 0.86481 1;0.37720 0.41491 1;0.38462 0.63938 0;0.36468 0.78484 1;0.26777 0.82404 1;0.28702 0.91276 1
057_img.jpg,057_mask.png,saxophone,667e4792,0.099,0.327,0.478195,0.972932,0.62205,0.16431 0.72256 0;0.24263 0.81893 0;0.15561 0.85224 1;0.20387 0.87485 0;0.17209 0.80735 1;0.22184 0.74269 1;0.19907 0.85172 1;0.11898 0.84665 0;0.30818 0.50181 1;0.27484 0.58225 0;0.15650 0.81254 0;0.15100 0.94642 1
058_img.jpg,058_mask.png,saxophone,cd82b38d,0.551429,0.715,0.0,0.50268,0.74731,0.58920 0.12373 0;0.70044 0.04092 1;0.64784 0.39416 0;0.58383 0.03720 1;0.67128 0.15798 0;0.57225 0.48210 1;0.67185 0.40389 0
059_img.jpg,059_mask.png,saxophone,6da5c9ae,0.810625,0.87125,0.474032,0.713881,0.83273,0.84641 0.53270 0;0.82082 0.53577 0;0.82285 0.68669 1;0.86508 0.59773 0;0.81960 0.51171 0;0.84562 0.57958 0;0.82617 0.64537 0;0.86506 0.63006 0;0.82225 0.63546 1;0.86698 0.61940 1;0.84952 0.56295 0;0.82034 0.48343 1
060_img.jpg,060_mask.png,saxophone,ec5a5e85,0.2125,0.475,0.285178,0.724203,0.75404,0.42430 0.31632 0;0.22382 0.55749 0;0.32068 0.49889 1;0.30642 0.41211 0;0.28693 0.45701 0;0.35074 0.37796 1;0.38670 0.35972 0;0.43177 0.29739 1;0.23191 0.50679 1;0.34335 0.47198 0;0.33528 0.35088 0;0.25763 0.71719 1
061_img.jpg,061_mask.png,saxophone,36d67764,0.2375,0.999375,0.359699,0.97646,0.58456,0.55615 0.85048 0;0.66273 0.60268 0;0.29036 0.45995 1;0.93379 0.73947 1;0.26046 0.49274 0;0.48091 0.64852 1;0.88864 0.86602 1;0.60186 0.81311 0;0.55411 0.64072 0;0.31110 0.57470 0;0.59395 0.91080 1;0.24139 0.61071 1
062_img.jpg,062_mask.png,saxophone,9942e7ae,0.1925,0.285,0.271107,0.54409,0.76885,0.25284 0.31130 0;0.27992 0.32311 1;0.20972 0.46769 0;0.26008 0.27066 0;0.20246 0.49851 1;0.24727 0.28766 0;0.26827 0.38923 0;0.26594 0.32549 0;0.24865 0.33959 0;0.25626 0.27760 1;0.26495 0.41137 0;0.23235 0.52610 1
063_img.jpg,063_mask.png,saxophone,c3a5f81f,0.421875,0.534375,0.252927,0.690867,0.53971,0.49131 0.36140 0;0.45783 0.58451 0;0.43670 0.66240 1;0.49659 0.51058 1;0.46225 0.62623 1;0.51641 0.54278 1;0.52400 0.34174 1;0.50325 0.28484 1;0.50826 0.46622 0;0.50151 0.32225 0
064_img.jpg,064_mask.png,saxophone,9cabdc59,0.510542,0.677711,0.325,0.557,0.72085,0.56106 0.35100 0;0.57452 0.47078 0;0.55475 0.32937 1;0.65420 0.46455 1;0.56255 0.54224 1;0.56723 0.46843 0;0.58543 0.35758 0;0.62962 0.41827 0;0.56727 0.44761 1;0.55032 0.49263 1
065_img.jpg,065_mask.png,saxophone,aa3d95e7,0.1975,0.281875,0.150625,0.348125,0.83184,0.24669 0.21634 0;0.25790 0.29883 1;0.21525 0.37074 1;0.23798 0.17026 1;0.26482 0.29112 0;0.22154 0.17297 1;0.23906 0.16438 0;0.22223 0.37458 0;0.22077 0.35616 0
066_img.jpg,066_mask.png,saxophone,6f9967b7,0.425073,0.760039,0.265,0.955625,0.76489,0.62943 0.39394 0;0.62943 0.29082 1;0.73190 0.75989 1;0.42645 0.90450 1;0.67969 0.41877 1;0.54421 0.52084 0;0.69663 0.65172 0;0.70980 0.79341 0;0.68165 0.27146 1;0.65097 0.58479 0;0.46404 0.80199 0
067_img.jpg,067_mask.png,saxophone,b0710f18,0.302,0.476,0.389474,0.822556,0.65282,0.46308 0.52603 1;0.31201 0.77435 1;0.40828 0.83114 0;0.36607 0.44474 0;0.39918 0.53234 0;0.41861 0.41465 1;0.42185 0.70198 0;0.34250 0.76691 0;0.32630 0.79435 1;0.40671 0.81012 1;0.44667 0.51870 0;0.43068 0.40454 0
068_img.jpg,068_mask.png,saxophone,3eb5e12f,0.19875,0.361875,0.193125,0.798125,0.82933,0.32385 0.22996 0;0.22825 0.76573 1;0.27553 0.21420 0;0.34696 0.59239 1;0.25855 0.24083 1;0.32241 0.21124 0;0.33643 0.63178 0;0.22117 0.77196 1;0.30394 0.20939 1;0.31917 0.44077 0;0.24966 0.76356 1;0.25347 0.37316 0
069_img.jpg,069_mask.png,saxophone,d56b92e9,0.339085,0.522865,0.17125,0.649375,0.76512,0.45299 0.22505 0;0.41894 0.25341 1;0.43937 0.34220 0;0.41104 0.20737 1;0.47104 0.20737 1;0.45539 0.37273 0;0.45428 0.24116 0;0.43247 0.32018 1;0.47724 0.19376 0;0.39228 0.55805 1
070_img.jpg,070_mask.png,saxophone,03731b84,0.476562,0.610352,0.234261,0.881406,0.79735,0.56467 0.32103 0;0.59020 0.26023 1;0.54439 0.53047 0;0.55490 0.27149 0;0.54556 0.30376 1;0.60235 0.29040 0;0.50993 0.29708 0;0.54890 0.55417 0;0.51124 0.27770 0;0.56641 0.28423 1;0.48753 0.65640 1;0.58092 0.52363 0
071_img.jpg,071_mask.png,saxophone,b2a34d11,0.0,0.307353,0.311765,0.982353,0.7451,0.18622 0.46442 0;0.28674 0.46666 1;0.07784 0.88822 1;0.00427 0.80137 1;0.25180 0.49546 0;0.21345 0.35716 1;0.14372 0.77437 0;0.00862 0.94521 1;0.02977 0.96071 0;0.13703 0.87973 1;0.25721 0.48515 0;0.26497 0.40934 0
072_img.jpg,072_mask.png,saxophone,194e99f9,0.523125,0.856875,0.165,0.999167,0.75611,0.63315 0.37630 0;0.78079 0.78364 1;0.65246 0.82301 0;0.66495 0.98655 1;0.63275 0.54401 0;0.73836 0.52591 0;0.56032 0.25232 1;0.84398 0.66472 1;0.55350 0.30784 0;0.80754 0.74731 0;0.65962 0.24352 0;0.66444 0.19422 1
073_img.jpg,073_mask.png,saxophone,86750b07,0.163125,0.445,0.155367,0.999058,0.75384,0.22478 0.27989 0;0.27919 0.85083 1;0.35401 0.68247 0;0.37733 0.97819 1;0.26085 0.82741 0;0.26805 0.32169 0;0.43805 0.82524 1;0.39328 0.30875 0;0.34139 0.89585 0;0.39990 0.75448 1;0.20119 0.20397 1
074_img.jpg,074_mask.png,saxophone,1e5424e8,0.564375,0.79,0.37125,0.92625,0.75676,0.70295 0.44519 0;0.75901 0.51326 1;0.76702 0.76551 1;0.59752 0.79621 0;0.62931 0.83153 0;0.73598 0.68077 0;0.67767 0.41623 0;0.65065 0.92824 1;0.66964 0.52000 0;0.70268 0.40262 1;0.75311 0.58782 0;0.60269 0.86170 1
